Has a citizen made a request for compliance?,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),Is there a built up Curb Ramp?,"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp? (inches),Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Minimum width of marked Cross Walk? (99 if no Cross Walk),Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Are there Traffic Signals?,Are there Pedestrian Signals?,Is there a push button within reach of sidewalk?,Latitude,Longitude,Street,Crossing Street (or Facility),Ramp Direction,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp?,Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Is there a push button within reach of sidewalk?,Total Curb Ramp Condition Score,Total Gutter Slope Condition Score,Total Adjacent Walk Condition Score,Total Crosswalk Condition Score,Total Ped Signal Condition Score,Total Condition  Score,Has a citizen made a request for compliance?,Population Density,Senior Population Density,Disabled Population Density,Distance from Public Places,Distance form Transit Route,Total Location Rating,TOTAL RATING
No,No,No,No,No,99,No,Yes,Yes,Yes,2.4,48,4,5.8,2.8,48,0.7,1.2,Yes,99,0.3,3.7,No,No,No,41.596086,-87.82338,84th Avenue,162nd Street,NW-N,0,20,10,10,,0,0,0,10,0,10,0,0,0,0,0,0,0,0,,60,0,0,0,,60,0,5,5,5,10,0,25,85
No,No,No,No,No,99,No,Yes,Yes,Yes,1.4,48,1.9,7.9,3.3,48,0.7,1.2,Yes,99,2.3,3.8,No,No,No,41.5961,-87.823337,84th Avenue,162nd Street,NW-W,0,20,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,0,0,0,,40,0,5,5,5,10,0,25,65
No,No,No,No,No,99,No,Yes,Yes,Yes,4,60,4,8.2,0,60,2.4,0.2,Yes,99,1.4,5.8,No,No,No,41.595978,-87.823377,84th Avenue,162nd Street,SW-S,0,20,10,10,,0,0,0,10,0,10,0,0,0,7,0,0,0,3,,60,0,7,3,,70,0,5,5,5,10,0,25,95
No,No,No,No,No,99,No,Yes,Yes,Yes,2.4,48,0.7,6.6,1.7,60,2.4,0.2,Yes,99,3,3.5,No,No,No,41.595952,-87.823338,84th Avenue,162nd Street,SW-W,0,20,10,10,,0,0,0,10,0,0,0,0,0,7,0,0,0,0,,50,0,7,0,,57,0,5,5,5,10,0,25,82
No,No,No,No,No,99,No,Yes,Yes,Yes,4.5,60,4.2,7,1.2,60,4,1.4,Yes,99,3.8,4.4,No,No,No,41.593786,-87.823292,84th Avenue,163rd Street,NW-N,0,20,10,10,,0,0,0,10,0,10,0,0,0,7,0,0,0,0,,60,0,7,0,,67,0,5,5,5,10,0,25,92
No,No,No,No,No,99,No,Yes,Yes,Yes,3.7,60,4.7,6.3,3.3,60,3.7,0.9,Yes,72,3.5,8.6,No,No,No,41.59381,-87.823259,84th Avenue,163rd Street,NW-W,0,20,10,10,,0,0,0,10,0,10,0,0,0,7,0,0,0,3,,60,0,7,3,,70,0,5,5,5,10,0,25,95
No,No,Yes,Yes,Yes,99,No,No,No,Yes,0.2,67,2.2,4.5,6.7,59,1.8,0.2,Yes,71,1.9,3,No,No,No,41.593605,-87.823027,84th Avenue,163rd Street,SE-E,0,0,0,0,,10,10,0,0,0,10,0,3,0,0,0,0,0,0,,30,3,0,0,,33,0,5,5,5,10,0,25,58
No,No,No,No,No,99,No,Yes,Yes,Yes,3.8,48,4,11.7,2.1,60,2.8,0.7,Yes,99,0.3,4.4,No,No,No,41.593646,-87.82331,84th Avenue,163rd Street,SW-S,0,20,10,10,,0,0,0,10,0,10,10,0,0,7,0,0,0,0,,70,0,7,0,,77,0,5,5,5,10,0,25,102
No,No,No,No,No,99,No,Yes,Yes,Yes,0.5,48,4.2,8.2,0.2,60,2.8,0.7,Yes,72,0.9,5.4,No,No,No,41.593615,-87.823261,84th Avenue,163rd Street,SW-W,0,20,10,10,,0,0,0,0,0,10,0,0,0,7,0,0,0,3,,50,0,7,3,,60,0,5,5,5,10,0,25,85
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,3.3,59,2.3,5.4,1.2,59,0.9,0.2,Yes,72,1,4.5,No,No,No,41.587399,-87.822834,84th Avenue,167th Street,NE-E,0,0,0,0,,0,0,0,10,0,10,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,5,5,5,7,0,22,42
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0.9,59,1,9.3,5.1,59,0.9,0.2,Yes,72,4,1.7,No,No,No,41.587338,-87.822764,84th Avenue,167th Street,NE-N,0,0,0,0,,0,0,0,0,0,0,10,3,0,0,0,0,0,0,,10,3,0,0,,13,0,5,5,5,5,0,20,33
No,No,No,No,No,18.5,No,Yes,Yes,Yes,3.7,48,1,3.5,1.9,60,1.7,0.9,Yes,72,4.7,1,No,No,No,41.587356,-87.823065,84th Avenue,167th Street,NW-N,0,20,10,10,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,55,0,0,0,,55,0,5,5,5,7,0,22,77
No,No,No,No,No,99,No,Yes,Yes,Yes,2.8,60,2.1,2.1,2.1,60,1.7,0.9,Yes,72,1.4,5.6,No,No,No,41.587396,-87.823027,84th Avenue,167th Street,NW-W,0,20,10,10,,0,0,0,10,0,10,0,0,0,0,0,0,0,3,,60,0,0,3,,63,0,5,5,5,7,0,22,85
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0.9,48,1.2,6.5,0.7,59,0.2,0.9,Yes,72,2.1,10.3,No,No,No,41.587141,-87.822821,84th Avenue,167th Street,SE-E,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,3,,3,0,5,5,5,5,0,20,23
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0.9,48,0,4,1.2,59,0.2,0.9,Yes,72,2.6,4.5,No,No,No,41.587202,-87.822759,84th Avenue,167th Street,SE-S,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,5,5,5,5,0,20,20
No,No,No,No,No,99,No,Yes,Yes,Yes,1.2,60,0.7,4.7,1.4,60,1.9,1.7,Yes,72,1.7,5.6,No,No,No,41.587203,-87.823064,84th Avenue,167th Street,SW-S,0,20,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,40,0,0,3,,43,0,5,5,5,5,0,20,63
No,No,No,No,No,18.9,No,Yes,Yes,Yes,1.4,48,0.7,5.2,1,60,1.7,1.9,Yes,72,0.7,3.3,No,No,No,41.587143,-87.82301,84th Avenue,167th Street,SW-W,0,20,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45,0,0,0,,45,0,5,5,5,5,0,20,65
No,No,No,No,No,99,No,Yes,Yes,Yes,0.5,60,2.6,12.8,0.2,47,4.7,3.8,Yes,99,2.4,3.8,No,No,No,41.584747,-87.822989,84th Avenue,168th Place,NW-N,0,20,10,10,,0,0,0,0,0,10,10,0,7,7,0,0,0,0,,60,0,14,0,,74,0,5,5,5,7,0,22,96
No,No,No,No,No,99,No,Yes,Yes,Yes,3,48,6.1,10.7,1.7,47,4.7,3.8,Yes,99,1,3.1,No,No,No,41.584784,-87.822954,84th Avenue,168th Place,NW-W,0,20,10,10,,0,0,0,10,0,10,10,0,7,7,0,0,0,0,,70,0,14,0,,84,0,5,5,5,7,0,22,106
No,No,No,No,No,99,No,Yes,Yes,Yes,1.9,48,0.5,7.7,1.4,48,0.2,0.9,Yes,99,2.4,3.3,No,No,No,41.584648,-87.822986,84th Avenue,168th Place,SW-S,0,20,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,0,0,0,,40,0,5,5,5,7,0,22,62
No,No,No,No,No,99,No,Yes,Yes,Yes,1.4,48,0.5,5.6,1.6,48,0.2,0.9,Yes,99,0.9,1.9,No,No,No,41.58462,-87.822942,84th Avenue,168th Place,SW-W,0,20,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,0,0,0,,40,0,5,5,5,7,0,22,62
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0.9,60,1.6,10.2,1.7,48,3.8,2.4,Yes,99,3.5,5.1,No,No,No,41.58559,-87.823016,84th Avenue,168th Street,NW-N,0,0,0,0,,0,0,0,0,0,0,10,0,0,7,0,0,0,3,,10,0,7,3,,20,0,5,5,5,7,0,22,42
No,No,Yes,Yes,No,99,No,No,Yes,Yes,8.4,48,5.8,5.2,4.2,48,3.8,2.4,Yes,99,1.7,3.7,No,No,No,41.585627,-87.822981,84th Avenue,168th Street,NW-W,0,0,0,10,,10,0,0,10,0,10,0,0,0,7,0,0,0,0,,40,0,7,0,,47,0,5,5,5,7,0,22,69
No,No,No,No,No,99,No,Yes,Yes,Yes,0.3,60,1.7,11.4,0,47,2.8,2.8,Yes,99,2.1,6.1,No,No,No,41.585492,-87.823016,84th Avenue,168th Street,SW-S,0,20,10,10,,0,0,0,0,0,0,10,0,7,7,0,0,0,3,,50,0,14,3,,67,0,5,5,5,7,0,22,89
No,No,No,No,No,99,No,Yes,Yes,Yes,0.2,48,2.6,13.7,0.9,47,2.8,2.8,Yes,99,2.3,4.4,No,No,No,41.585467,-87.822974,84th Avenue,168th Street,SW-W,0,20,10,10,,0,0,0,0,0,10,10,0,7,7,0,0,0,0,,60,0,14,0,,74,0,5,5,5,7,0,22,96
No,No,No,No,No,26.4,No,Yes,Yes,Yes,0.5,48,2.6,11.6,1.9,52,4.2,1.9,Yes,99,1,1.9,No,No,No,41.583311,-87.822717,84th Avenue,169th Street,NE-E,0,20,10,10,5,0,0,0,0,0,10,10,0,0,7,0,0,0,0,,65,0,7,0,,72,0,5,5,5,7,0,22,94
No,No,No,No,No,99,No,Yes,Yes,Yes,0.9,48,0.5,17.1,3.1,52,4.2,1.9,Yes,99,4.2,4.7,No,No,No,41.583257,-87.822653,84th Avenue,169th Street,NE-N,0,20,10,10,,0,0,0,0,0,0,10,0,0,7,0,0,0,0,,50,0,7,0,,57,0,5,5,5,7,0,22,79
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,4,48,5.2,6.8,0.5,56,5.1,1.2,Yes,99,0,7,No,No,No,41.583119,-87.822707,84th Avenue,169th Street,SE-E,0,0,0,0,,0,0,0,10,0,10,0,0,0,7,0,0,0,3,,20,0,7,3,,30,0,5,5,5,7,0,22,52
No,No,No,No,No,99,No,Yes,Yes,Yes,4.5,48,2.3,16.6,3.1,56,5.1,1.2,Yes,99,6.1,5.1,No,No,No,41.583145,-87.822644,84th Avenue,169th Street,SE-S,0,20,10,10,,0,0,0,10,0,10,10,0,0,7,0,0,4,3,,70,0,7,7,,84,0,5,5,5,7,0,22,106
No,No,No,No,No,29,No,No,Yes,Yes,2.6,48,4.9,7.7,0.9,60,5,1.4,Yes,99,1,1.6,No,No,No,41.581441,-87.822632,84th Avenue,170th Street,NE-E,0,20,10,10,5,10,0,0,10,0,10,0,0,0,7,0,0,0,0,,75,0,7,0,,82,0,5,5,5,7,0,22,104
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,4.9,60,5.9,10.7,0.9,60,5,1.4,Yes,99,0.3,0.7,No,No,No,41.581409,-87.822583,84th Avenue,170th Street,NE-N,0,0,0,0,,0,0,0,10,0,10,10,0,0,7,0,0,0,0,,30,0,7,0,,37,0,5,5,5,7,0,22,59
No,No,No,No,No,99,No,No,Yes,Yes,2.6,48,0.9,10.9,0,60,3.3,0.5,Yes,99,1,2.4,No,No,No,41.581275,-87.822632,84th Avenue,170th Street,SE-E,0,20,10,10,,10,0,0,10,0,0,10,0,0,7,0,0,0,0,,70,0,7,0,,77,0,5,5,5,7,0,22,99
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,0.7,4.2,3.5,68,3.3,0.5,Yes,99,0,2.4,No,No,No,41.581311,-87.822578,84th Avenue,170th Street,SE-S,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,0,0,7,0,,7,0,5,5,5,7,0,22,29
No,No,Yes,No,No,5.9,No,Yes,No,Yes,2.7,38,2.5,3.7,4.4,60,5.8,1.1,Yes,99,5.7,0.2,Yes,No,No,41.580123,-87.822568,84th Avenue,171st Street,NE,0,0,10,10,0,0,10,0,10,10,10,0,0,0,7,0,0,4,0,,60,0,7,4,,71,0,5,5,5,10,0,25,96
No,No,Yes,No,No,21.2,No,Yes,No,Yes,2.7,56,3.4,0.4,8.6,59,0.5,4.7,Yes,99,1.1,7.3,Yes,No,No,41.580109,-87.822864,84th Avenue,171st Street,NW,0,0,10,10,5,0,10,0,10,0,10,0,3,0,0,0,0,0,3,,55,3,0,3,,61,0,5,5,5,10,0,25,86
No,No,No,No,No,8.9,No,Yes,No,Yes,1.8,55,9.5,5,3.4,60,2.6,0.6,Yes,72,0.5,0.5,Yes,No,No,41.579903,-87.822528,84th Avenue,171st Street,SE,0,20,10,10,0,0,10,0,0,0,10,0,0,0,7,0,0,0,0,,60,0,7,0,,67,0,5,5,5,10,0,25,92
No,No,No,No,No,3.3,No,No,No,Yes,2.2,53,5.1,5.7,0.9,46,0.9,0.9,Yes,72,1.5,0.5,Yes,No,No,41.57989,-87.82284,84th Avenue,171st Street,SW,0,20,10,10,0,10,10,0,10,0,10,0,0,7,0,0,0,0,0,,80,0,7,0,,87,0,5,3,7,10,0,25,112
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0.5,60,1,4,3.1,60,1.7,1.6,Yes,72,2.3,2.3,Yes,Yes,No,41.572845,-87.822374,84th Avenue,175th Street,NE-E,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,5,5,10,3,28,31
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,1,3.1,2.8,60,1.7,1.6,Yes,72,1.4,2.1,Yes,Yes,Yes,41.57282,-87.822288,84th Avenue,175th Street,NE-N,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,3,28,28
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.6,60,1.2,1.8,0.2,58,2.3,0.3,Yes,99,2.8,2.6,Yes,Yes,Yes,41.572793,-87.822629,84th Avenue,175th Street,NW-N,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,7,0,5,3,7,10,3,28,35
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.6,60,1.4,2.3,1.4,58,2.3,0.3,Yes,72,1.7,3,Yes,Yes,Yes,41.572857,-87.822554,84th Avenue,175th Street,NW-W,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,7,0,5,3,7,10,3,28,35
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,1.4,5.2,1.2,60,2.3,2.4,Yes,99,0.2,2.6,Yes,Yes,No,41.57265,-87.822345,84th Avenue,175th Street,SE-E,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,7,0,3,10,0,5,5,5,10,3,28,38
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,1.8,6.5,5.6,60,2.3,2.4,Yes,72,4.7,0,Yes,Yes,Yes,41.572672,-87.822296,84th Avenue,175th Street,SE-S,0,0,0,0,,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,7,0,0,10,0,5,5,5,10,3,28,38
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,2,7,1.9,60,5.2,0,Yes,99,3.5,1.6,Yes,Yes,Yes,41.57269,-87.822628,84th Avenue,175th Street,SW-S,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,7,0,5,3,7,10,3,28,35
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.9,60,1.7,2.3,1.2,60,5.2,0,Yes,99,3.1,4.4,Yes,Yes,No,41.572637,-87.822554,84th Avenue,175th Street,SW-W,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,7,0,3,10,0,5,3,7,10,3,28,38
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,1.4,6.5,1.7,60,2.6,7.8,Yes,72,2.3,4.2,No,No,No,41.565584,-87.822129,84th Avenue,179th Street,NE,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,7,0,0,0,,0,0,14,0,,14,0,5,5,5,10,5,30,44
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.8,60,1.6,0.9,1.6,60,1.4,3.2,Yes,72,2.8,3.3,No,No,No,41.5655,-87.822386,84th Avenue,179th Street,NW-N,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,5,3,7,10,5,30,30
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.8,60,0.4,4.9,0.4,59,6.5,0.3,Yes,72,0.2,6.1,No,No,No,41.565578,-87.822321,84th Avenue,179th Street,NW-W,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,3,,0,0,7,3,,10,0,5,3,7,10,5,30,40
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,2,4.7,2,59,0.9,3.5,Yes,72,2.1,4.7,No,No,No,41.565406,-87.822373,84th Avenue,179th Street,SW,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,5,3,7,10,5,30,30
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1,47,1.7,3.3,8.4,47,0,3,Yes,99,3.3,0.5,No,No,No,41.585682,-87.822711,84th Avenue,Amberly Court,NE-N,0,0,0,0,,0,0,0,0,10,0,0,3,7,0,0,0,0,0,,10,3,7,0,,20,0,5,5,5,7,0,22,42
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.6,59,0.2,0.3,4.5,47,2.8,1.4,Yes,99,2.4,0.9,No,No,No,41.585616,-87.822792,84th Avenue,Amberly Court,SE-E,0,0,0,0,,0,0,0,0,0,0,0,0,7,7,0,0,0,0,,0,0,14,0,,14,0,5,5,5,7,0,22,36
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0,47,1.2,3.1,3.5,47,2.8,1.4,Yes,99,2.6,0.9,No,No,No,41.585622,-87.822712,84th Avenue,Amberly Court,SE-S,0,0,0,0,,0,0,0,0,10,0,0,0,7,7,0,0,0,0,,10,0,14,0,,24,0,5,5,5,7,0,22,46
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,2,5.4,2.1,60,0.7,0.5,Yes,99,5.4,4.4,No,No,No,41.573409,-87.822648,84th Avenue,Budingen Lane,NW,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,0,4,,4,0,5,3,7,10,3,28,32
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,2,6.1,1.7,60,0.7,0.2,Yes,99,2.1,3.8,No,No,No,41.57332,-87.822647,84th Avenue,Budingen Lane,SW,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,5,3,7,10,3,28,28
No,No,No,No,No,21.3,No,Yes,Yes,Yes,3,48,1.6,11.6,1.9,60,2.4,0.3,Yes,99,1.7,0.7,No,No,No,41.600227,-87.823513,84th Avenue,Car Wash Driveway,NW-N,0,20,10,10,5,0,0,0,10,0,0,10,0,0,7,0,0,0,0,,65,0,7,0,,72,0,5,5,5,7,0,22,94
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.6,60,2.3,11.7,3.1,60,0.9,2.6,Yes,99,2.8,3.3,No,No,No,41.600124,-87.82351,84th Avenue,Car Wash Driveway,SW-S,0,0,0,0,,0,0,0,0,0,10,10,0,0,0,0,0,0,0,,20,0,0,0,,20,0,5,5,5,7,0,22,42
No,No,No,No,No,20.5,No,Yes,Yes,Yes,1.6,72,2.6,17.5,3.5,60,0.9,1.7,Yes,72,3,2.1,No,No,No,41.578396,-87.822532,84th Avenue,Carriage Lane,E,0,20,10,10,5,0,0,0,0,0,10,10,0,0,0,0,0,0,0,,65,0,0,0,,65,0,5,5,5,10,0,25,90
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.8,60,1.4,3.8,7.2,60,0.7,1.7,Yes,72,5.2,7.2,No,No,No,41.578379,-87.822747,84th Avenue,Carriage Lane,NW,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,4,3,,0,3,0,7,,10,0,5,3,7,10,0,25,35
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.6,60,1.6,7.4,2,60,1.6,7.6,Yes,99,2,2,No,No,No,41.578196,-87.822544,84th Avenue,Carriage Lane,SE,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,0,0,7,0,,7,0,5,3,7,10,0,25,32
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0.9,60,1.2,2.2,5.1,60,0.3,1.7,Yes,99,1.6,3,No,No,No,41.578269,-87.822809,84th Avenue,Carriage Lane,SW-S,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,3,0,0,,3,0,5,3,7,10,0,25,28
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,0.2,60,1.8,1.5,1.2,60,0.3,1.7,Yes,99,3.5,3.1,No,No,No,41.578222,-87.822734,84th Avenue,Carriage Lane,SW-W,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,5,3,7,10,0,25,25
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,1.8,6,1.9,60,0.5,0.3,Yes,99,4.7,1.7,No,No,No,41.575456,-87.822714,84th Avenue,Castle Drive,NW,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,5,3,7,10,0,25,25
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.4,60,2,3.9,5.2,60,2,5,Yes,99,5.9,3.8,No,No,No,41.57535,-87.82271,84th Avenue,Castle Drive,SW,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,4,0,,0,3,0,4,,7,0,5,3,7,10,0,25,32
No,No,No,No,No,16.2,No,Yes,Yes,Yes,3.3,48,1.6,7.3,1.2,48,3.5,2.6,Yes,99,4.2,4.7,No,No,No,41.58643,-87.823039,84th Avenue,Cherry Hill Avenue,NW-N,0,20,10,10,5,0,0,0,10,0,0,0,0,0,7,0,0,0,0,,55,0,7,0,,62,0,5,5,5,5,0,20,82
No,No,No,No,No,99,No,Yes,Yes,Yes,4.4,48,6.3,7,0.7,48,3.5,2.6,Yes,99,1.4,3,No,No,No,41.586467,-87.823005,84th Avenue,Cherry Hill Avenue,NW-W,0,20,10,10,,0,0,0,10,0,10,0,0,0,7,0,0,0,0,,60,0,7,0,,67,0,5,5,5,5,0,20,87
No,No,No,No,No,26.6,No,Yes,Yes,Yes,5.4,42,0.7,11.4,2.8,47,2.6,2.3,Yes,99,3.5,4.9,No,No,No,41.586328,-87.823037,84th Avenue,Cherry Hill Avenue,SW-S,0,20,10,10,5,0,0,0,10,10,0,10,0,7,7,0,0,0,0,,75,0,14,0,,89,0,5,5,5,5,0,20,109
No,No,No,No,No,99,No,Yes,Yes,Yes,1.7,42,0.9,12.6,1.2,47,2.6,2.3,Yes,99,1,3.1,No,No,No,41.586298,-87.822994,84th Avenue,Cherry Hill Avenue,SW-W,0,20,10,10,,0,0,0,0,10,0,10,0,7,7,0,0,0,0,,60,0,14,0,,74,0,5,5,5,5,0,20,94
No,No,No,No,No,38,No,Yes,Yes,Yes,2.4,48,4.7,21.8,99,60,2.3,3.1,Yes,99,5.8,5.8,No,No,No,41.578146,-87.822511,84th Avenue,Church Driveway,NE,0,20,10,10,5,0,0,0,10,0,10,10,,0,7,0,0,4,3,,75,,7,7,,89,0,5,5,5,10,0,25,114
No,No,No,No,No,19.4,No,Yes,Yes,Yes,2.6,48,0.5,7.3,99,60,2.6,1.2,Yes,99,0.2,0.5,No,No,No,41.579003,-87.822543,84th Avenue,Church Driveway,NE,0,20,10,10,5,0,0,0,10,0,0,0,,0,7,0,0,0,0,,55,,7,0,,62,0,5,5,5,10,0,25,87
No,No,No,No,No,22,No,Yes,Yes,Yes,4.5,48,3.3,4.5,99,60,5.1,2.8,Yes,99,0.2,2.6,No,No,No,41.579304,-87.822549,84th Avenue,Church Driveway,NE,0,20,10,10,5,0,0,0,10,0,10,0,,0,7,0,0,0,0,,65,,7,0,,72,0,5,5,5,10,0,25,97
No,No,No,No,No,8.5,No,Yes,Yes,Yes,3.1,48,3.8,8.6,99,60,2.6,3.3,Yes,99,6.8,1.6,No,No,No,41.578067,-87.822506,84th Avenue,Church Driveway,SE,0,20,10,10,0,0,0,0,10,0,10,10,,0,7,0,0,4,0,,70,,7,4,,81,0,5,5,5,10,0,25,106
No,No,No,No,No,7.5,No,Yes,Yes,Yes,0.3,60,0.9,4,99,60,0.9,2.3,Yes,99,1.2,0.5,No,No,No,41.578875,-87.822535,84th Avenue,Church Driveway,SE,0,20,10,10,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,40,,0,0,,40,0,5,5,5,10,0,25,65
No,No,No,No,No,27.7,No,Yes,Yes,Yes,0.3,48,0.9,6.6,99,60,1.6,0.3,Yes,99,1.9,0.3,No,No,No,41.579207,-87.822543,84th Avenue,Church Driveway,SE,0,20,10,10,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,,45,,0,0,,45,0,5,5,5,10,0,25,70
No,No,No,No,No,99,No,Yes,Yes,Yes,1.2,60,1,4.5,99,60,2.8,0.5,Yes,99,1.9,0.7,No,No,No,41.601122,-87.823561,84th Avenue,Circle K Driveway,NW-N,0,20,10,10,,0,0,0,0,0,0,0,,0,7,0,0,0,0,,40,,7,0,,47,0,5,5,5,7,0,22,69
No,No,No,No,No,99,No,Yes,Yes,Yes,2.8,60,1.6,6.1,99,60,4,2,Yes,99,2.4,1.2,No,No,No,41.60102,-87.823554,84th Avenue,Circle K Driveway,SW-S,0,20,10,10,,0,0,0,10,0,0,0,,0,7,0,0,0,0,,50,,7,0,,57,0,5,5,5,7,0,22,79
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,2,60,1.6,2.3,1,60,1.8,0.8,Yes,99,1.7,0.7,No,No,No,41.566562,-87.822085,84th Avenue,Cloverview Drive,NE,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,5,5,5,10,5,30,30
